category,name,description,status,price_ars,price_cents,source_page,raw_line
MOLDES DE PAN DULCE DESCARTABLES,VARIOS MOLDE PAN DULCE 100 G - 100 UN,,priced,6700.0,670000,8,"VARIOS MOLDE PAN DULCE 100 G - 100 UN $6.700,00"
MOLDES DE PAN DULCE DESCARTABLES,VARIOS MOLDE PAN DULCE 250 G LIS0 - 100 UN,,priced,6900.0,690000,8,"VARIOS MOLDE PAN DULCE 250 G LIS0 - 100 UN $6.900,00"
MOLDES DE PAN DULCE DESCARTABLES,VARIOS MOLDE PAN DULCE 500 G - 100 UN,,priced,7750.0,775000,8,"VARIOS MOLDE PAN DULCE 500 G - 100 UN $7.750,00"
MOLDES DE PAN DULCE DESCARTABLES,VARIOS MOLDE PAN DULCE 700 G - 100 UN,,priced,8500.0,850000,8,"VARIOS MOLDE PAN DULCE 700 G - 100 UN $8.500,00"
MOLDES DE PAN DULCE DESCARTABLES,VARIOS MOLDE PAN DULCE 1000 G - 100 UN,,priced,9200.0,920000,8,"VARIOS MOLDE PAN DULCE 1000 G - 100 UN $9.200,00"
MOLDES DE PAN DULCE DESCARTABLES,VARIOS MOLDE PAN DULCE 250G - 100 UN (MOTIVO NAVIDAD),,priced,19500.0,1950000,8,"VARIOS MOLDE PAN DULCE 250G - 100 UN (MOTIVO NAVIDAD) $19.500,00"
MOLDES DE PAN DULCE DESCARTABLES,VARIOS MOLDE PAN DULCE 500 G - 100 UN (MOTIVO NAVIDAD),,priced,23100.0,2310000,8,"VARIOS MOLDE PAN DULCE 500 G - 100 UN (MOTIVO NAVIDAD) $23.100,00"
PIROTINES,VARIOS PIROTÍN N° 10 - CAJA 1000 UN,,consultar,,,8,VARIOS PIROTÍN N° 10 - CAJA 1000 UN consultar
PIROTINES,VARIOS PIROTÍN N° 5 - CAJA 1000 UN,,priced,7000.0,700000,8,"VARIOS PIROTÍN N° 5 - CAJA 1000 UN $7.000,00"
OTROS ÚTILES DE PANADERÍA,VARIOS PLACA DE ACERO ANTIADHERENTE PARA CUPCAKES (12 CAVIDADES) - 1 UN,,consultar,,,8,VARIOS PLACA DE ACERO ANTIADHERENTE PARA CUPCAKES (12 CAVIDADES) - 1 UN consultar
OTROS ÚTILES DE PANADERÍA,VARIOS MOLDE ALUMINIO PARA BUDÍN N° 4 - 1 UN,,consultar,,,8,VARIOS MOLDE ALUMINIO PARA BUDÍN N° 4 - 1 UN consultar
OTROS ÚTILES DE PANADERÍA,VARIOS MOLDE ALUMINIZADO DE PAN LACTAL RECTANSULAR (20 X 10 X 10 CM) - 1 UN,,consultar,,,8,VARIOS MOLDE ALUMINIZADO DE PAN LACTAL RECTANSULAR (20 X 10 X 10 CM) - 1 UN consultar
OTROS ÚTILES DE PANADERÍA,VARIOS MOLDE ALUMINIZADO DE PAN LACTAL RECTANSULAR (24 X 10 X 10 CM) - 1 UN,,consultar,,,8,VARIOS MOLDE ALUMINIZADO DE PAN LACTAL RECTANSULAR (24 X 10 X 10 CM) - 1 UN consultar
OTROS ÚTILES DE PANADERÍA,MULTY TORTERA DE ALUMINIO N° 16 - 1 UN,,consultar,,,8,MULTY TORTERA DE ALUMINIO N° 16 - 1 UN consultar
OTROS ÚTILES DE PANADERÍA,VARIOS MOLDE HOJALATA PARA POSTRE MOTIVO AR0 N° 10 - 1 UN,,consultar,,,8,VARIOS MOLDE HOJALATA PARA POSTRE MOTIVO AR0 N° 10 - 1 UN consultar
OTROS ÚTILES DE PANADERÍA,VARIOS MOLDE HOJALATA PARA POSTRE MOTIVO CUADRADO EXTENSIBLE N°25 - 1 UN,,consultar,,,8,VARIOS MOLDE HOJALATA PARA POSTRE MOTIVO CUADRADO EXTENSIBLE N°25 - 1 UN consultar
OTROS ÚTILES DE PANADERÍA,LODISER TRANSFERS,,priced,20000.0,2000000,8,"LODISER TRANSFERS $20.000,00"
