category,name,description,status,price_ars,price_cents,source_page,raw_line
CREMAS,LEDEVIT CREMA LEDEVIT VAINILLA - POTE 500 G,,priced,3900.0,390000,4,"LEDEVIT CREMA LEDEVIT VAINILLA - POTE 500 G $3.900,00"
CREMAS,LEDEVIT CREMA LEDEVIT PARIS - BALDE 4 KG,,priced,44000.0,4400000,4,"LEDEVIT CREMA LEDEVIT PARIS - BALDE 4 KG $44.000,00"
CREMAS,LEDEVIT CREMA LEDEVIT PARIS - POTE 280 G,,priced,3300.0,330000,4,"LEDEVIT CREMA LEDEVIT PARIS - POTE 280 G $3.300,00"
CREMAS,RICHS CREMA RICHS CHANTILLY - TETRA BRIK 4 KG,,priced,23000.0,2300000,4,"RICHS CREMA RICHS CHANTILLY - TETRA BRIK 4 KG $23.000,00"
CREMAS,RICHS CREMA RICHS CHOCOLATE - TETRA BRIK 4 KG,,priced,24000.0,2400000,4,"RICHS CREMA RICHS CHOCOLATE - TETRA BRIK 4 KG $24.000,00"
CREMAS,RICHS CREMA RICHS CHANTILLY BETTERCREM - TETRA BRIK 907 G,,priced,6900.0,690000,4,"RICHS CREMA RICHS CHANTILLY BETTERCREM - TETRA BRIK 907 G $6.900,00"
CREMAS,RICHS CREMA RICHS SUPREMO - TETRA BRIK 907 G,,priced,6900.0,690000,4,"RICHS CREMA RICHS SUPREMO - TETRA BRIK 907 G $6.900,00"
DULCES DE LECHE,CASTELMAR DULCE DE LECHE REPOSTERO CASTELMAR - POTE 10 KG,,priced,31600.0,3160000,4,"CASTELMAR DULCE DE LECHE REPOSTERO CASTELMAR - POTE 10 KG $31.600,00"
DULCES DE LECHE,EL SERRANITO DULCE DE LECHE REPOSTERO EL SERRANITO - POTE 10 KG,,priced,24800.0,2480000,4,"EL SERRANITO DULCE DE LECHE REPOSTERO EL SERRANITO - POTE 10 KG $24.800,00"
DULCES DE LECHE,VACALÍN DULCE DE LECHE PANADERO VACALIN - POTE 10 KG,,priced,34500.0,3450000,4,"VACALÍN DULCE DE LECHE PANADERO VACALIN - POTE 10 KG $34.500,00"
DULCES DE LECHE,MILKEY DULCE DE LECHE REPOSTERO MILKEY - POTE 10 KG,,priced,30600.0,3060000,4,"MILKEY DULCE DE LECHE REPOSTERO MILKEY - POTE 10 KG $30.600,00"
DULCES DE LECHE,MILKEY DULCE DE LECHE ALFAJORERO MILKEY - POTE 10 KG,,priced,34000.0,3400000,4,"MILKEY DULCE DE LECHE ALFAJORERO MILKEY - POTE 10 KG $34.000,00"
DULCES DE LECHE,VACALÍN DULCE DE LECHE REPOSTERO VACALIN - POTE 4 KG,,no_price,,,4,VACALÍN DULCE DE LECHE REPOSTERO VACALIN - POTE 4 KG -
DULCES DE LECHE,MILKEY DULCE DE LECHE REPOSTERO MILKEY - POTE 4 KG,,sin_stock,,,4,MILKEY DULCE DE LECHE REPOSTERO MILKEY - POTE 4 KG SIN STOCK
DERIVADOS DE HUEVO,UNILEVER MAYONESA HELLMANN'S - CAJA 3 X 2.77 KG,,priced,35000.0,3500000,4,"UNILEVER MAYONESA HELLMANN'S - CAJA 3 X 2.77 KG $35.000,00"
DERIVADOS DE HUEVO,UNILEVER MAYONESA HELLMANN'S - SACHET 2.77 KG,,priced,12000.0,1200000,4,"UNILEVER MAYONESA HELLMANN'S - SACHET 2.77 KG $12.000,00"
LECHES EN POLVO Y CONDENSADAS,VARIOS LECHE EN POLVO - BOLSA 5 KG,,priced,34000.0,3400000,5,"VARIOS LECHE EN POLVO - BOLSA 5 KG $34.000,00 $41.000,00"
LECHES EN POLVO Y CONDENSADAS,VARIOS LECHE EN POLVO - BOLSA 25 KG,,priced,145000.0,14500000,5,"VARIOS LECHE EN POLVO - BOLSA 25 KG $145.000,00 $120.000,00"
QUESOS,MILKAUT QUESO CREMA CREMATTO - POTE 290 G,,sin_stock,,,5,MILKAUT QUESO CREMA CREMATTO - POTE 290 G SIN STOCK
QUESOS,MILKAUT QUESO CREMA CREMATTO - POTE 450 G,,sin_stock,,,5,MILKAUT QUESO CREMA CREMATTO - POTE 450 G SIN STOCK
MANTECAS,TEODORO MANTECA TEODORO - CAJA 20 KG,,priced,187500.0,18750000,5,"TEODORO MANTECA TEODORO - CAJA 20 KG $187.500,00"
MANTECAS,"TEODORO MANTECA TEODORO - PILON 2,5 KG",,priced,24000.0,2400000,5,"TEODORO MANTECA TEODORO - PILON 2,5 KG $24.000,00"
MANTECAS,LÁCTEOS SAN GOTARDO MANTECA SAN GOTARDO CALIDAD PRIMERA - CAJA 4 X 5 KG,,priced,232000.0,23200000,5,"LÁCTEOS SAN GOTARDO MANTECA SAN GOTARDO CALIDAD PRIMERA - CAJA 4 X 5 KG $232.000,00"
MANTECAS,LÁCTEOS SAN GOTARDO MANTECA SAN GOTARDO CALIDAD PRIMERA - PILÓN 5 KG,,priced,58000.0,5800000,5,"LÁCTEOS SAN GOTARDO MANTECA SAN GOTARDO CALIDAD PRIMERA - PILÓN 5 KG $58.000,00"
MANTECAS,VACALÍN MANTECA VACALÍN - ENVASE 200 G,,no_price,,,5,VACALÍN MANTECA VACALÍN - ENVASE 200 G -
ACEITES VEGETALES,CASALIVA ACEITE VEGETAL DE GIRASOL CASALIVA - BIDÓN 5 L,,priced,12000.0,1200000,5,"CASALIVA ACEITE VEGETAL DE GIRASOL CASALIVA - BIDÓN 5 L $12.000,00"
ACEITES VEGETALES,COFINA MANTECA DE CACAO - FRACCIONADO POR 1 KG,,priced,73200.0,7320000,5,"COFINA MANTECA DE CACAO - FRACCIONADO POR 1 KG $73.200,00"
GRASAS,EGRAMAR GRASA BOVINA REFINADA GUSTAGRAS - CAJA 20 KG,,priced,76000.0,7600000,5,"EGRAMAR GRASA BOVINA REFINADA GUSTAGRAS - CAJA 20 KG $76.000,00"
GRASAS,EGRAMAR OLEOMARGARINA CRISTALINA - SACHET 500 G,,priced,1500.0,150000,5,"EGRAMAR OLEOMARGARINA CRISTALINA - SACHET 500 G $1.500,00"
GRASAS,EGRAMAR OLEOMARGARINA BOVIGRAS - CAJA 20 KG,,priced,78000.0,7800000,5,"EGRAMAR OLEOMARGARINA BOVIGRAS - CAJA 20 KG $78.000,00"
GRASAS,GRABYA GRASA BOVINA GRABYA - CAJA 20 KG,,priced,69000.0,6900000,5,"GRABYA GRASA BOVINA GRABYA - CAJA 20 KG $69.000,00"
GRASAS,REFINERÍA SUDAMERICANA GRASA HURRICANE - CAJA 20 KG,,priced,69000.0,6900000,5,"REFINERÍA SUDAMERICANA GRASA HURRICANE - CAJA 20 KG $69.000,00"
GRASAS,REFINERÍA SUDAMERICANA MANTECA DE CERDO HALCÕN - SACHET,,priced,2200.0,220000,5,"REFINERÍA SUDAMERICANA MANTECA DE CERDO HALCÕN - SACHET $2.200,00"
MARGARINAS,DÁNICA MANTERINA HOJALDRE - CAJA 10 KG,,priced,46000.0,4600000,5,"DÁNICA MANTERINA HOJALDRE - CAJA 10 KG $46.000,00"
MARGARINAS,DÁNICA MANTERINA MASAS - CAJA 20 KG,,priced,89700.0,8970000,5,"DÁNICA MANTERINA MASAS - CAJA 20 KG $89.700,00 $81.600,00"
MARGARINAS,DÁNICA MANTERINA MASAS - PILÓN 5 KS,,priced,22425.0,2242500,5,"DÁNICA MANTERINA MASAS - PILÓN 5 KS $22.425,00"
MARGARINAS,DÁNICA DÁNICA MASAS - CAJA 20 KG,,sin_stock,,,5,DÁNICA DÁNICA MASAS - CAJA 20 KG SIN STOCK
MARGARINAS,EGRAMAR MARGASUAVE BATIDO - CAJA 10 KG,,priced,38300.0,3830000,5,"EGRAMAR MARGASUAVE BATIDO - CAJA 10 KG $38.300,00"
MARGARINAS,EGRAMAR MARGASUAVE HOJALDRE - CAJA 20 KG,,priced,77000.0,7700000,5,"EGRAMAR MARGASUAVE HOJALDRE - CAJA 20 KG $77.000,00"
MARGARINAS,EGRAMAR 24 DE OCTUBRE LÍNEA FINA - CAJA 20 KG,,priced,77000.0,7700000,5,"EGRAMAR 24 DE OCTUBRE LÍNEA FINA - CAJA 20 KG $77.000,00"
MARGARINAS,EGRAMAR 24 DE OCTUBRE LÍNEA FINA - PILÓN 10 KG,,priced,38500.0,3850000,5,"EGRAMAR 24 DE OCTUBRE LÍNEA FINA - PILÓN 10 KG $38.500,00"
MARGARINAS,EGRAMAR MARGOJALDRE - CAJA 2 X 10 KG,,priced,76300.0,7630000,5,"EGRAMAR MARGOJALDRE - CAJA 2 X 10 KG $76.300,00"
MARGARINAS,EGRAMAR MARGOJALDRE - PILÓN 10 KG,,priced,38150.0,3815000,5,"EGRAMAR MARGOJALDRE - PILÓN 10 KG $38.150,00"
MARGARINAS,EGRAMAR PANNA PARA HOJALDRE - CAJA 20 KG,,priced,86900.0,8690000,5,"EGRAMAR PANNA PARA HOJALDRE - CAJA 20 KG $86.900,00"
MARGARINAS,EGRAMAR PANNA PARA MASAS Y BATIDO - CAJA 20 KG,,priced,86900.0,8690000,5,"EGRAMAR PANNA PARA MASAS Y BATIDO - CAJA 20 KG $86.900,00"
MARGARINAS,EGRAMAR PANNA PARA HOJALDRE - PILÓN 5 KG,,priced,21725.0,2172500,5,"EGRAMAR PANNA PARA HOJALDRE - PILÓN 5 KG $21.725,00"
MARGARINAS,EGRAMAR PANNA PARA MASAS Y BATIDO - PILÓN 5 KG,,priced,21725.0,2172500,5,"EGRAMAR PANNA PARA MASAS Y BATIDO - PILÓN 5 KG $21.725,00"
MARGARINAS,EGRAMAR ELEVOL MASAS X 20KG,,priced,69000.0,6900000,5,"EGRAMAR ELEVOL MASAS X 20KG $69.000,00"
MARGARINAS,EGRAMAR ELEVOL HOJALDRE X 20KG,,priced,69000.0,6900000,5,"EGRAMAR ELEVOL HOJALDRE X 20KG $69.000,00"
MARGARINAS,EGRAMAR COLFREE X 20 KG,,priced,54000.0,5400000,5,"EGRAMAR COLFREE X 20 KG $54.000,00"
MARGARINAS,REFINERÍA SUDAMERICANA OLEOMASAS COMUN X 20 KG,,priced,39000.0,3900000,5,"REFINERÍA SUDAMERICANA OLEOMASAS COMUN X 20 KG $39.000,00"
MARGARINAS,REFINERÍA SUDAMERICANA OLEOMASAS PLATA (CON MANTECA) X 20 KG,,priced,39000.0,3900000,5,"REFINERÍA SUDAMERICANA OLEOMASAS PLATA (CON MANTECA) X 20 KG $39.000,00"
MARGARINAS,REFINERÍA SUDAMERICANA OLEOMASAS HOJALDRE X 20 KG,,priced,39000.0,3900000,5,"REFINERÍA SUDAMERICANA OLEOMASAS HOJALDRE X 20 KG $39.000,00"
MARGARINAS,REFINERÍA SUDAMERICANA PRIMICIA HOJALDRE - CAJA 20 KG,,priced,55000.0,5500000,5,"REFINERÍA SUDAMERICANA PRIMICIA HOJALDRE - CAJA 20 KG $55.000,00"
MARGARINAS,REFINERÍA SUDAMERICANA MARGARINA DE BATIDO HALCÓN - SACHET 0.5 KG,,sin_stock,,,5,REFINERÍA SUDAMERICANA MARGARINA DE BATIDO HALCÓN - SACHET 0.5 KG SIN STOCK
MARGARINAS,REFINERÍA SUDAMERICANA PRIMICIA TORTA 100°ó VEGETAL - CAJA 20KG,,priced,55000.0,5500000,5,"REFINERÍA SUDAMERICANA PRIMICIA TORTA 100°ó VEGETAL - CAJA 20KG $55.000,00"
PREMEZCLAS PARA PANADERÍA,KEUKEN PAN DE QUESO KEUKEN - BOLSA 1 KG,,consultar,,,5,KEUKEN PAN DE QUESO KEUKEN - BOLSA 1 KG consultar
PREMEZCLAS PARA PANADERÍA,MASTER BAKERY PAN DE QUESO MASTER BAKERY - BOLSA 5 KG,,priced,28000.0,2800000,5,"MASTER BAKERY PAN DE QUESO MASTER BAKERY - BOLSA 5 KG $28.000,00"
PREMEZCLAS PARA PANADERÍA,MOLINO CAÑUELAS PAN DE VIENA PUREZA - BOLSA 25 KG,,priced,27000.0,2700000,5,"MOLINO CAÑUELAS PAN DE VIENA PUREZA - BOLSA 25 KG $27.000,00"
PREMEZCLAS PARA PANADERÍA,MOLINO CAÑUELAS PREMEZCLA DE HARINA INTEGRAL CON SEMILLAS PUREZA - BOLSA 5 KG,,priced,7500.0,750000,5,"MOLINO CAÑUELAS PREMEZCLA DE HARINA INTEGRAL CON SEMILLAS PUREZA - BOLSA 5 KG $7.500,00"
PREMEZCLAS PARA PASTELERÍA,ALZOL GELATINA SIN SABOR ALZOL - BOLSA 1 KG,,no_price,,,5,ALZOL GELATINA SIN SABOR ALZOL - BOLSA 1 KG -
PREMEZCLAS PARA PASTELERÍA,ARGENIT PREMEZCLA DE BUDÍN ARGENIT SABOR CHOCOLATE - BOLSA 10 KG,,priced,55000.0,5500000,5,"ARGENIT PREMEZCLA DE BUDÍN ARGENIT SABOR CHOCOLATE - BOLSA 10 KG $55.000,00"
PREMEZCLAS PARA PASTELERÍA,ARGENIT PREMEZCLA DE BUDÍN ARGENIT SABOR VAINILLA - BOLSA 10 KG,,priced,42700.0,4270000,5,"ARGENIT PREMEZCLA DE BUDÍN ARGENIT SABOR VAINILLA - BOLSA 10 KG $42.700,00"
PREMEZCLAS PARA PASTELERÍA,DEWEY GELATINA SIN SABOR DEWEY - BOLSA 1 KG,,priced,18200.0,1820000,5,"DEWEY GELATINA SIN SABOR DEWEY - BOLSA 1 KG $18.200,00"
PREMEZCLAS PARA PASTELERÍA,EMETH GELATINA SIN SABOR EMETH - BOLSA 1 KG,,priced,27000.0,2700000,5,"EMETH GELATINA SIN SABOR EMETH - BOLSA 1 KG $27.000,00"
PREMEZCLAS PARA PASTELERÍA,KEUKEN PREMEZCLA DE BIZCOCHUELO DE CHOCOLATE LODISER - BOLSA 500 G,,consultar,,,5,KEUKEN PREMEZCLA DE BIZCOCHUELO DE CHOCOLATE LODISER - BOLSA 500 G consultar
PREMEZCLAS PARA PASTELERÍA,KEUKEN PREMEZCLA DE BIZCOCHUELO DE VAINILLA LODISER - BOLSA 500 G,,consultar,,,5,KEUKEN PREMEZCLA DE BIZCOCHUELO DE VAINILLA LODISER - BOLSA 500 G consultar
PREMEZCLAS PARA PASTELERÍA,KEUKEN PREMEZCLA DE BUDÍN SABOR VAINILLA LODISER - BOLSA 500 G,,consultar,,,5,KEUKEN PREMEZCLA DE BUDÍN SABOR VAINILLA LODISER - BOLSA 500 G consultar
PREMEZCLAS PARA PASTELERÍA,KEUKEN PREMEZCLA DE CUPCAKES DE CHOCOLATE LODISER - BOLSA 500 G,,consultar,,,5,KEUKEN PREMEZCLA DE CUPCAKES DE CHOCOLATE LODISER - BOLSA 500 G consultar
PREMEZCLAS PARA PASTELERÍA,KEUKEN PREMEZCLA DE CUPCAKES DE VAINILLA LODISER - BOLSA 500 G,,consultar,,,5,KEUKEN PREMEZCLA DE CUPCAKES DE VAINILLA LODISER - BOLSA 500 G consultar
PREMEZCLAS PARA PASTELERÍA,KEUKEN PREMEZCLA DE MOUSSE DE CHOCOLATE ESPECIAL TORTAS LODISER - BOLSA 800 G,,priced,12000.0,1200000,5,"KEUKEN PREMEZCLA DE MOUSSE DE CHOCOLATE ESPECIAL TORTAS LODISER - BOLSA 800 G $12.000,00"
PREMEZCLAS PARA PASTELERÍA,KEUKEN PREMEZCLA DE MOUSSE DE VAINILLA (CÕD. P0M43) LODISER - BOLSA 800 G,,priced,9800.0,980000,5,"KEUKEN PREMEZCLA DE MOUSSE DE VAINILLA (CÕD. P0M43) LODISER - BOLSA 800 G $9.800,00"
PREMEZCLAS PARA PASTELERÍA,LEDEVIT PREMEZCLA DE CREMA PASTELERA LEDEVIT - BOLSA 4 KG,,priced,32000.0,3200000,5,"LEDEVIT PREMEZCLA DE CREMA PASTELERA LEDEVIT - BOLSA 4 KG $32.000,00"
PREMEZCLAS PARA PASTELERÍA,LEDEVIT PREMEZCLA DE MERENGUE LEDEVIT - BOLSA 4 KG,,priced,28800.0,2880000,5,"LEDEVIT PREMEZCLA DE MERENGUE LEDEVIT - BOLSA 4 KG $28.800,00"
PREMEZCLAS PARA PASTELERÍA,LESAFFRE PREMEZCLA DE CREMA PASTELERA INVENTIS - BOLSA 5 KG,,priced,40000.0,4000000,5,"LESAFFRE PREMEZCLA DE CREMA PASTELERA INVENTIS - BOLSA 5 KG $40.000,00"
PREMEZCLAS PARA PASTELERÍA,MOLINO CAÑUELAS PREMEZCLA PAN DULCE PUREZA - BOLSA 5 KG,,sin_stock,,,5,MOLINO CAÑUELAS PREMEZCLA PAN DULCE PUREZA - BOLSA 5 KG SIN STOCK
PREMEZCLAS PARA PASTELERÍA,MASTER BAKERY PREMEZCLA DE MUFFIN DE CHOCOLATE MASTER BAKERY - BOLSA 10 KG,,priced,62000.0,6200000,5,"MASTER BAKERY PREMEZCLA DE MUFFIN DE CHOCOLATE MASTER BAKERY - BOLSA 10 KG $62.000,00"
PREMEZCLAS PARA PASTELERÍA,MASTER BAKERY PREMEZCLA DE MUFFIN DE VAINILLA MASTER BAKERY - BOLSA 10 KG,,priced,52500.0,5250000,5,"MASTER BAKERY PREMEZCLA DE MUFFIN DE VAINILLA MASTER BAKERY - BOLSA 10 KG $52.500,00"
PREMEZCLAS PARA PASTELERÍA,MOLINO CAÑUELAS PREMEZCLA PAN DULCE PUREZA - BOLSA 25 KG,,priced,25000.0,2500000,5,"MOLINO CAÑUELAS PREMEZCLA PAN DULCE PUREZA - BOLSA 25 KG $25.000,00"
PREMEZCLAS PARA PASTELERÍA,MOLINO CAÑUELAS PREMEZCLA PAN DE PAPAS - BOLSA 25 KG,,priced,39000.0,3900000,5,"MOLINO CAÑUELAS PREMEZCLA PAN DE PAPAS - BOLSA 25 KG $39.000,00"
PREMEZCLAS PARA PASTELERÍA,TOP CLASS PASTAS,,priced,9900.0,990000,5,"TOP CLASS PASTAS $9.900,00"
PREMEZCLAS PARA PASTELERÍA,UNILEVER MOUSSE SABOR CHOCOLATE BLANCO CARTE D'0R - BOLSA 1 KG,,consultar,,,5,UNILEVER MOUSSE SABOR CHOCOLATE BLANCO CARTE D'0R - BOLSA 1 KG consultar
PREMEZCLAS PARA PASTELERÍA,UNILEVER MOUSSE DE CHOCOLATE CARTE D'0R - BOLSA 1 KG,,consultar,,,5,UNILEVER MOUSSE DE CHOCOLATE CARTE D'0R - BOLSA 1 KG consultar
PREMEZCLAS PARA PASTELERÍA,UNILEVER TIRAMISÚ Y CHEESECAKE CARTE D'0R - BOLSA 1 KG,,priced,15000.0,1500000,5,"UNILEVER TIRAMISÚ Y CHEESECAKE CARTE D'0R - BOLSA 1 KG $15.000,00"
DULCES Y MERMELADAS,DEWEY DULCE DE BATATA DEWEY - CAJÓN 5 KG,,no_price,,,6,DEWEY DULCE DE BATATA DEWEY - CAJÓN 5 KG -
DULCES Y MERMELADAS,DEWEY DULCE DE MEMBRILLO DEWEY - CAJÓN 5 KG,,no_price,,,6,DEWEY DULCE DE MEMBRILLO DEWEY - CAJÓN 5 KG -
DULCES Y MERMELADAS,DEWEY DULCE DE BATATA DEWEY - POTE 10 KG,,no_price,,,6,DEWEY DULCE DE BATATA DEWEY - POTE 10 KG -
DULCES Y MERMELADAS,EMETH DULCE DE BATATA EMETH - CAJÓN 5 KG,,priced,9000.0,900000,6,"EMETH DULCE DE BATATA EMETH - CAJÓN 5 KG $9.000,00"
DULCES Y MERMELADAS,EMETH MERMELADA MEMBRILLO EMETH - POTE 10 KG,,priced,19800.0,1980000,6,"EMETH MERMELADA MEMBRILLO EMETH - POTE 10 KG $19.800,00"
DULCES Y MERMELADAS,EMETH DULCE DE MEMBRILLO EMETH - CAJÓN 5 KG,,priced,11500.0,1150000,6,"EMETH DULCE DE MEMBRILLO EMETH - CAJÓN 5 KG $11.500,00"
DULCES Y MERMELADAS,GHELCO MERMELADA DAMASCO 5730/2 GHELCO - LATA 5 KG,,no_price,,,6,GHELCO MERMELADA DAMASCO 5730/2 GHELCO - LATA 5 KG -
DULCES Y MERMELADAS,GHELCO MERMELADA DURAZNO 5720/2 GHELCO - LATA 5 KG,,priced,43000.0,4300000,6,"GHELCO MERMELADA DURAZNO 5720/2 GHELCO - LATA 5 KG $43.000,00"
DULCES Y MERMELADAS,GHELCO MERMELADA FRAMBUESA 5780/2 GHELCO - LATA 5 KS,,no_price,,,6,GHELCO MERMELADA FRAMBUESA 5780/2 GHELCO - LATA 5 KS -
DULCES Y MERMELADAS,GHELCO MERMELADA FRUTILLA 5710/2 GHELCO - LATA 5 KS,,priced,43000.0,4300000,6,"GHELCO MERMELADA FRUTILLA 5710/2 GHELCO - LATA 5 KS $43.000,00"
DULCES Y MERMELADAS,TAXONERA DULCE DE BATATA TAXONERA - CAJÓN 5 KG,,priced,21000.0,2100000,6,"TAXONERA DULCE DE BATATA TAXONERA - CAJÓN 5 KG $21.000,00"
DULCES Y MERMELADAS,TAXONERA MERMELADA DE BATATA TAXONERA - POTE 10 KG,,priced,38500.0,3850000,6,"TAXONERA MERMELADA DE BATATA TAXONERA - POTE 10 KG $38.500,00"
DULCES Y MERMELADAS,TAXONERA MERMELADA MEMBRILLO TAXONERA - POTE 10 KG,,priced,28000.0,2800000,6,"TAXONERA MERMELADA MEMBRILLO TAXONERA - POTE 10 KG $28.000,00"
DULCES Y MERMELADAS,TAXONERA MERMELADA MEMBRILLO TAXONERA MIX - POTE 10 KG,,priced,24000.0,2400000,6,"TAXONERA MERMELADA MEMBRILLO TAXONERA MIX - POTE 10 KG $24.000,00"
DULCES Y MERMELADAS,TAXONERA MERMELADA DAMASCO TAXONERA - BALDE 5 KG,,priced,36300.0,3630000,6,"TAXONERA MERMELADA DAMASCO TAXONERA - BALDE 5 KG $36.300,00"
DULCES Y MERMELADAS,TAXONERA MERMELADA DURAZNO TAXONERA - BALDE 5 KG,,priced,26000.0,2600000,6,"TAXONERA MERMELADA DURAZNO TAXONERA - BALDE 5 KG $26.000,00"
DULCES Y MERMELADAS,TAXONERA MERMELADA FRAMBUESA TAXONERA - BALDE 5 KG,,priced,50000.0,5000000,6,"TAXONERA MERMELADA FRAMBUESA TAXONERA - BALDE 5 KG $50.000,00"
DULCES Y MERMELADAS,TAXONERA MERMELADA FRUTILLA TAXONERA - BALDE 5 KG,,priced,26000.0,2600000,6,"TAXONERA MERMELADA FRUTILLA TAXONERA - BALDE 5 KG $26.000,00"
DULCES Y MERMELADAS,TAXONERA MERMELADA FRUTOS DEL BOSQUE TAXONERA - BALDE 5 KG,,priced,37000.0,3700000,6,"TAXONERA MERMELADA FRUTOS DEL BOSQUE TAXONERA - BALDE 5 KG $37.000,00"
DULCES Y MERMELADAS,TAXONERA MERMELADA MANZANA TAXONERA - BALDE 5 KG,,priced,22000.0,2200000,6,"TAXONERA MERMELADA MANZANA TAXONERA - BALDE 5 KG $22.000,00"
DULCES Y MERMELADAS,TAXONERA MERMELADA MANZANA TAXONERA - BALDE 10 KG,,priced,38500.0,3850000,6,"TAXONERA MERMELADA MANZANA TAXONERA - BALDE 10 KG $38.500,00"
DULCES Y MERMELADAS,TAXONERA MERMELADA MARACUYA TAXONERA - BALDE 5 KG,,priced,53000.0,5300000,6,"TAXONERA MERMELADA MARACUYA TAXONERA - BALDE 5 KG $53.000,00"
DULCES Y MERMELADAS,TAXONERA MERMELADA NARANJA TAXONERA - BALDE 5 KG,,no_price,,,6,TAXONERA MERMELADA NARANJA TAXONERA - BALDE 5 KG -
DULCES Y MERMELADAS,TAXONERA MERMELADA ARANDANOS TAXONERA - BALDE 5 KG,,priced,29000.0,2900000,6,"TAXONERA MERMELADA ARANDANOS TAXONERA - BALDE 5 KG $29.000,00"
PASTAS DE RELLENO,ÁGUILA PASTA SABOR AVELLANA NUT ÁGUILA - POTE 290 G,,consultar,,,6,ÁGUILA PASTA SABOR AVELLANA NUT ÁGUILA - POTE 290 G consultar
PASTAS DE RELLENO,ARCOR PASTA BON 0 BON - POTE 290 G,,consultar,,,6,ARCOR PASTA BON 0 BON - POTE 290 G consultar
PASTAS DE RELLENO,CAVIWA PASTA DE MANÍ CAVIWA - POTE 440 G,,consultar,,,6,CAVIWA PASTA DE MANÍ CAVIWA - POTE 440 G consultar
PASTAS DE RELLENO,GHELCO PEPYPAN BASE - ENVASE 5 KG,,priced,43000.0,4300000,6,"GHELCO PEPYPAN BASE - ENVASE 5 KG $43.000,00"
PASTAS DE RELLENO,MAPSA PASTA SABOR AVELLANA MAPSA - POTE 450 G,,consultar,,,6,MAPSA PASTA SABOR AVELLANA MAPSA - POTE 450 G consultar
PASTAS DE RELLENO,MAPSA PASTA SABOR BANANITA MAPSA - POTE 450 G,,consultar,,,6,MAPSA PASTA SABOR BANANITA MAPSA - POTE 450 G consultar
PASTAS DE RELLENO,MAPSA PASTA SABOR CHOCOLATE MAPSA - POTE 450 G,,consultar,,,6,MAPSA PASTA SABOR CHOCOLATE MAPSA - POTE 450 G consultar
PASTAS DE RELLENO,MAPSA PASTA SABOR FRUTILLA MAPSA - POTE 450 G,,consultar,,,6,MAPSA PASTA SABOR FRUTILLA MAPSA - POTE 450 G consultar
PASTAS DE RELLENO,MAPSA PASTA SABOR LIMÕN MAPSA - POTE 450 G,,consultar,,,6,MAPSA PASTA SABOR LIMÕN MAPSA - POTE 450 G consultar
PASTAS DE RELLENO,MAPSA PASTA SABOR MANÍ MAPSA - POTE 5KG,,priced,27000.0,2700000,6,"MAPSA PASTA SABOR MANÍ MAPSA - POTE 5KG $27.000,00"
PASTAS DE RELLENO,MAPSA PASTA SABOR MENTA MAPSA - POTE 450 S,,consultar,,,6,MAPSA PASTA SABOR MENTA MAPSA - POTE 450 S consultar
PASTAS DE RELLENO,MICKY PASTA DE AVELLANAS MICKY - POTE 5 KG,,priced,48000.0,4800000,6,"MICKY PASTA DE AVELLANAS MICKY - POTE 5 KG $48.000,00 $58.000,00"
PASTAS DE RELLENO,MICKY PASTA DE FRUTILLA MICKY - POTE 5 KG,,priced,25100.0,2510000,6,"MICKY PASTA DE FRUTILLA MICKY - POTE 5 KG $25.100,00"
PASTAS DE RELLENO,MICKY PRALINÉ DE MANÍ MICKY - POTE 5 KG,,consultar,,,6,MICKY PRALINÉ DE MANÍ MICKY - POTE 5 KG consultar
VARIEGATTOS,PEHUENIA VARIEGATTO PEHUENIA FRUTILLA PREMIUM - BALDE 5 KG,,priced,75000.0,7500000,6,"PEHUENIA VARIEGATTO PEHUENIA FRUTILLA PREMIUM - BALDE 5 KG $75.000,00"
VARIEGATTOS,PEHUENIA VARIEGATTO PEHUENIA FRUTOS DEL BOSQUE PREMIUM - BALDE 5 KG,,priced,95000.0,9500000,6,"PEHUENIA VARIEGATTO PEHUENIA FRUTOS DEL BOSQUE PREMIUM - BALDE 5 KG $95.000,00"
VARIEGATTOS,PEHUENIA VARIEGATTO PEHUENIA MARACUYÁ - BALDE 5 KS,,priced,75000.0,7500000,6,"PEHUENIA VARIEGATTO PEHUENIA MARACUYÁ - BALDE 5 KS $75.000,00"
ADITIVOS,ALZOL CREMOR TÃRTARO ALZOL - BOLSA 1 KG,,no_price,,,6,ALZOL CREMOR TÃRTARO ALZOL - BOLSA 1 KG -
ADITIVOS,ALZOL AGAR AGAR ALZOL - BOLSA 500 G,,no_price,,,6,ALZOL AGAR AGAR ALZOL - BOLSA 500 G -
ADITIVOS,ALZOL CARBOXIMETIL CELULOSA (CMC) ALZOL - BOLSA 500 G,,no_price,,,6,ALZOL CARBOXIMETIL CELULOSA (CMC) ALZOL - BOLSA 500 G -
ADITIVOS,ALZOL GOMA XANTICA ALZOL - BOLSA 500 G,,priced,19000.0,1900000,6,"ALZOL GOMA XANTICA ALZOL - BOLSA 500 G $19.000,00"
ADITIVOS,DÃNICA EMULDÁN - BIDÕN 10 KG,,no_price,,,6,DÃNICA EMULDÁN - BIDÕN 10 KG -
